GeneName  Indicator
NPAS3 0
DECR2 1
ACCSL 0
CDKN1C 1
SLC2A6 1
IGSF5 0
FAM75A5 0
CRB3 0
IL5RA 0
C6orf211 1
OR4C6 0
FOXL2 1
TNFRSF14 0
F12 0
CCDC142 0
OR7C2 0
NCR1 0
TMEM99 1
LIG4 0
CTAGE5 0
FAM120B 1
NPR1 0
RNF113B 0
TMEM115 1
C9orf169 0
DAP3 0
RSRC2 0
PAK1 1
RASSF2 0
SBF2 1
CDX4 0
SYCE1L 0
RPTOR 0
RPF1 1
SPTAN1 1
CD47 1
HK1 1
OLFM4 0
INMT 0
DIO2 0
KANK4 0
ZNF335 0
PYCR1 0
AURKC 1
CRTC3 1
CSMD2 0
PLBD2 0
TTC13 1
TMEM192 1
TRAF3IP3 0
EFHC2 0
CCDC24 0
BRAF 0
SOX3 0
KRTAP13-2 0
HAUS1 1
SLC26A6 0
HSD17B3 0
SNAPC4 0
PMAIP1 0
GMPS 1
STAT6 0
CBLN4 0
U2AF2 1
DDX52 1
CDKN1B 1
ARRB1 1
SYT16 1
C10orf76 0
ZNF211 1
SPRED1 1
NINJ1 1
KRT14 0
ARHGAP11A 0
MAP2K1 1
PRRC2A 1
CD200R1L 0
AIMP2 1
FANCD2 0
SWI5 1
YARS 1
LRP10 1
ZNF785 0
PRSS56 0
NF2 1
TMEM30B 1
ZNF608 0
PSAPL1 0
CNGA4 0
ZNF227 0
NINJ2 0
ARHGEF4 1
CXXC1 0
C9orf64 0
LMF2 1
PKD2 1
ARHGAP19 1
RBM4 1
PRRG2 0
PVRL4 0
MRAP2 0
C3orf20 0
LOC730755 1
SCGB3A1 0
SLC1A7 1
NDUFA10 0
NUP85 0
CAPRIN2 0
CLIP1 1
CLEC6A 0
ZFP28 0
ATP6V0C 1
MRPL10 1
CYP26C1 0
SLC25A2 0
MT-ND6 1
SLC7A6OS 0
FAM98B 0
FZD3 0
BFAR 1
CRISPLD1 1
C22orf25 0
TSNAX 1
LFNG 0
WNT7B 0
LDHB 1
DLX3 0
CCDC64B 0
PDGFRL 0
MCTS1 1
C1orf9 1
MTRNR2L5 0
STK32A 0
CRIPAK 0
ZBTB2 1
SLC31A2 0
PTPN13 1
C7orf73 1
NRTN 0
NHLRC1 0
STAT1 1
GLS 1
MAPK13 0
IGFBP3 0
PTPRQ 0
SLC6A9 1
GMCL1 1
TPH2 0
EXTL2 1
TRIM41 1
C21orf7 0
CBWD1 0
UTP15 1
ARF4 1
OR51G1 0
KDR 1
GPC4 1
DNAH17 0
C14orf177 0
RADIL 0
SLC50A1 1
FAM92A1 0
AGAP1 0
EMR1 0
ICAM5 0
FAM19A2 0
IGFBP6 1
SAMD12 1
NTRK1 0
ACIN1 1
SSTR5 0
MRPS25 0
C14orf1 1
IL4R 0
ACTB 1
KRT85 1
DCTN6 0
STK32B 0
CBX4 0
SIGLEC1 0
WASF3 1
MKS1 1
C18orf54 1
KIF17 1
ARL4C 1
PRPS2 0
LACE1 0
KIRREL3 0
SUPT6H 1
LCP1 0
CDC7 0
WBP4 1
ETNK1 1
STON2 0
B3GNT6 0
PNPLA7 0
CDC42BPB 1
ZUFSP 0
PPAN-P2RY11 0
KIAA0319 0
NLRP3 0
CMAS 1
CYP4A11 0
TMEM135 1
PCDHA13 0
MSANTD3 0
ABCG8 0
ADAD1 0
RBMXL2 0
CXXC5 1
PTPN11 1
HMX2 0
GALNT9 0
TAS2R8 0
OR5D18 0
RACGAP1 1
ARHGAP32 0
POLA1 1
PEX12 0
NDP 0
IGFBP7 1
FEM1C 1
KEL 0
VSTM2L 0
GRIA4 0
MRPL36 1
CRISP2 0
NEB 1
EFHA2 1
C15orf27 0
SLC9A4 0
QPCTL 0
SYTL2 1
MRGPRX2 0
H3F3C 1
PCOLCE 0
ING5 0
NAA10 1
FKBP8 1
PPIP5K1 0
HEATR7B2 0
CORO2B 0
CLCN1 0
RPRD2 0
HINT2 1
SPINK7 0
REEP1 0
SLC5A7 0
HDAC7 0
NXN 1
TNPO3 1
OR4S1 0
ADRA1B 0
TPRN 0
SLC30A9 0
DHX8 1
CYSTM1 0
TMEM19 0
ZNF345 0
BEND2 0
ADAMTS4 0
C1orf61 0
OSTM1 1
UGGT2 0
MYBPC2 0
SLC11A2 1
FPR1 0
GIP 0
ZNF14 0
ACSL3 0
SLC22A18 0
C4orf47 0
ZNF343 0
USP34 1
NTF4 0
RCHY1 1
IDH3B 0
SNRNP40 0
ROPN1B 0
BASP1 1
COL6A6 0
AP5S1 1
CCDC151 0
LOC100653515 0
UQCRH 1
SAP30 1
TRIM6-TRIM34 0
CLEC18C 0
EDNRB 1
DHFR 0
TSEN2 0
RTN4RL1 0
MRPL42 1
HIST1H2BG 0
TMEM134 1
AP3S1 1
MLL3 1
MCF2L 0
CCDC150 1
CLIP4 1
ANKRD33B 0
C1orf52 1
C20orf4 1
ITGAX 1
LIMS3L 1
TMEM230 1
GCC2 1
LRP1B 0
GPR157 1
ZC3H10 0
CCL4L1 0
MS4A15 1
RBBP9 0
C1orf56 1
OR2AG1 0
DCAF8L2 0
PSMA7 1
LRRC27 0
DSTN 1
PRKAB2 0
OR2L13 0
OVCH2 0
LIPF 0
WDTC1 0
C11orf16 0
INADL 0
ASTN1 0
B3GALNT1 1
FBL 1
CDK11B 0
SLC7A5 0
GATA6 1
CIB4 0
TMCO4 1
MTCH1 1
RNF168 1
C9orf152 0
RWDD2A 0
PCDHGB2 0
C6orf195 0
ZNF148 1
ANKRD13A 1
ITGB1 1
CXCL3 0
MAST3 1
DIABLO 1
COL14A1 0
LOC100505679 0
PCDHB14 0
CTSD 1
C1orf112 1
HEG1 1
ZFYVE1 0
TOMM20L 1
TBC1D23 1
TFF3 0
HLA-C 1
ERLEC1 1
CITED4 1
DPYSL4 0
IL36G 0
FGF4 0
DIS3 0
SPINT1 0
WNK1 1
OR8U1 0
LOXL1 1
CYP11B2 0
SLC6A1 0
DHFRL1 0
DNAJC2 0
DAZ4 0
HSPB3 1
T 0
CALML5 0
SLC30A6 1
SLC39A7 1
ACTR6 1
KHDRBS1 1
OSM 0
PCDH8 0
DDX39A 0
GK2 0
C1orf177 0
C5AR1 0
ENDOU 0
PTPN20A 0
OR7E24 1
RABL2B 0
PCDHB2 0
CER1 0
APOBEC1 0
EIF2AK2 1
FHAD1 0
OR6C75 0
PELI1 1
RHOC 1
FAM47E-STBD1 0
KCTD10 1
KIAA1984 0
GBGT1 0
CSF2RB 0
OR6S1 0
PRSS3 1
CWC27 1
HES3 0
ERAP1 1
ACAT2 0
EMR2 0
MYO7B 0
PLAT 1
NUDT19 1
NUDT1 1
NRN1L 0
RHOG 0
ZMAT5 1
COPB2 1
CACNG5 0
WFDC1 0
CXorf68 0
TJP2 0
CERS2 1
HDDC3 0
CNNM4 1
ITIH4 0
KIF5A 0
TCF4 1
COX6A2 0
TRPM7 1
PAPD7 0
MUT 0
AARS2 0
TAF6L 0
DKK1 1
KLRC4 0
NPC1 0
LMOD2 0
CD3D 0
NBL1 1
KRTAP10-11 0
PTK2B 1
SUSD1 1
PNMT 0
ABRA 0
CELF1 0
HSP90AA1 1
BCAS4 0
PSAT1 1
IL5 0
AGT 0
OGN 0
VASN 0
PCDHA10 0
HSP90AB1 1
PRHOXNB 0
PRPF40A 0
SLAMF1 0
LRRC10B 0
AKIP1 0
SLC1A2 0
TMEM158 0
CD226 0
FAM107A 0
LPAR5 0
DLG3 0
CES2 1
FAM126A 1
TSPO 1
SPANXN4 0
EBNA1BP2 1
C16orf53 0
PMP2 0
PRMT8 0
TMPRSS5 0
APOBEC3A 0
FOLR2 0
RING1 0
IQGAP1 1
UBE2T 0
DNM1 0
NRGN 0
WEE2 0
EIF4G3 0
SYNCRIP 1
FAM75C1 0
RND3 1
SAMD15 0
LIF 1
ELK4 0
HUS1B 0
SPINK5 0
SPNS1 1
NXPH2 0
TCP10L2 0
RAB11FIP1 0
CPZ 0
OPN4 0
OR4X1 0
NPPA 0
KATNA1 0
FLT3LG 1
TRIO 0
SGK223 1
MYCBP 1
C1orf174 0
BIRC6 1
SEPP1 0
CT47A1 0
RPGRIP1L 0
SPDYA 0
SLC23A3 0
KRTAP15-1 0
HOOK3 0
PAF1 0
GLIPR1L2 0
BAIAP2 1
C16orf73 0
ZYG11B 1
ART3 0
OR10J3 0
TRIM60 0
C10orf54 1
MXD1 1
IL1R1 0
BATF2 0
NLGN2 1
MSR1 0
NONO 0
CCT7 1
NFIC 1
LSM2 1
SARM1 0
CCDC17 0
LCE6A 0
MUSK 0
USP6 0
CEP41 1
OR6B1 0
CUZD1 0
RRP7A 0
TMEM39A 0
PDZD9 0
PGPEP1L 0
TBC1D2 1
VAT1 0
OXER1 0
TMEM14A 1
VGLL1 0
PPIAL4E 0
FSCN1 1
PIGQ 0
PRSS27 0
CX3CR1 0
FOXE1 1
ALKBH1 0
DEFB121 0
GLP2R 0
ARHGEF25 0
IL12B 0
DEFB115 0
SIN3B 1
KPRP 0
FAM134C 0
LASP1 1
WRNIP1 0
UBC 1
DNMBP 0
CCDC80 1
RNF216 1
CLEC16A 1
ZNF8 0
HYAL3 0
FAM19A5 1
OTOP2 0
PDGFD 0
GGTLC1 0
LOC100506688 0
CPN2 0
NGB 0
PTGER2 0
ACO1 1
ALDH3B2 1
GYPA 1
ALDH4A1 1
TGIF2 0
GLRA3 0
GIN1 0
MOGAT3 0
PCSK7 0
C11orf91 0
UBE2G1 0
VWDE 0
SLC30A3 0
COL12A1 1
CARD16 0
SAR1A 1
CNO 1
FAM179A 0
DNAH12 0
FAM219B 0
POU4F1 0
TBCE 1
CCDC40 0
C8orf84 1
PLOD1 1
RPA2 0
CYP2C18 1
EPC1 1
CLGN 0
KDM3B 1
GORAB 1
KRT24 0
POU2F3 0
LCE4A 0
ADAM11 0
LOC388588 1
KANSL3 1
OR5D16 0
ANKS3 1
CNST 1
PNLIPRP2 0
FRMD5 0
ENC1 0
METTL10 0
PHOX2A 0
STAG1 1
SLC40A1 1
RNF144B 0
VPS8 0
RTN4 1
DCAF4L1 0
CDH4 0
CLIC3 0
ZNF547 0
STAU2 1
ZFPM1 1
HTR1E 0
AKAP13 0
P2RY6 0
RNF121 0
CALM2 1
ZNF311 0
NPBWR1 0
LOC728392 0
RGN 0
CAMK4 0
CD48 0
CGA 0
LAG3 0
GRPEL1 1
ADCK4 0
UBR2 1
RNASEH1 1
GJA4 0
ZNF653 0
GALNS 1
ZNF782 1
CYC1 1
SLC35F4 0
RAPSN 0
C11orf70 0
CASP8 1
WDHD1 1
CRIP1 0
ARSI 0
GCC1 0
FITM2 0
PDCD11 1
WNT4 0
NOX1 1
PAQR6 0
C14orf21 1
TMEM48 0
PCYT1B 0
ZNF140 0
CGGBP1 0
BEST3 0
PPP2R2B 0
PNKD 1
CLEC2A 0
LRRC43 0
GLMN 1
GP6 0
HS6ST2 0
SP140 0
ZNF673 1
ZNF530 0
GPR146 0
TSSC4 0
ITGB1BP1 1
MMP20 0
ZNF222 0
SLCO1B1 0
AGA 1
TUBA3E 0
MYO16 0
LYPD3 0
ERVV-2 0
DOM3Z 1
TCERG1 0
MRPS26 0
SUPV3L1 0
TMEM155 0
PTGIR 0
EPB42 0
GPR108 0
LRRC48 0
RBBP6 1
TMEM45B 0
MCM9 0
ZNF26 1
GRP 0
WNT10A 0
XAGE1C 0
LRP11 1
GRHL1 0
GINS3 1
C16orf71 0
ZNF641 0
TMSB4Y 0
ITGB7 0
FLNB 0
SPINK6 0
OR6C6 0
DCPS 0
TPCN1 0
SEC31A 0
C19orf59 0
CDH7 0
CPT1C 0
HSPA1L 1
NCKIPSD 1
ACTG1 1
SFTA2 0
NRARP 0
DNAJC19 0
MYCN 0
CXorf38 0
TMEM176A 0
TRMT6 1
OR10G2 0
PHLDB1 1
FAM22A 0
NCF2 0
RBM20 0
AGAP7 1
PCIF1 0
TMEM184A 0
LOC100507203 1
FAM32A 1
RGS5 0
TECRL 0
MRPL52 1
KCNJ9 0
CRIM1 1
EPOR 1
IGF2 1
RCBTB1 1
NAP1L4 0
CSF1R 0
GUSB 0
TTC31 1
USP28 0
DENND3 1
HIST1H2AA 0
OR2B6 0
FGD3 0
INPPL1 0
PRAMEF14 1
NGFR 0
C1orf27 1
ZNF439 0
PRCD 0
CKLF-CMTM1 1
WDR85 0
ANGEL2 0
RGS21 0
RAB5C 1
C10orf122 0
CAV3 0
C2orf29 1
NECAB1 1
TAZ 0
SDCBP 1
POLR3E 0
SON 1
ZNF761 1
KLHL9 1
COMP 0
ABHD1 0
CDH19 0
DCTD 1
SAMD7 0
SCGB1A1 0
CLECL1 0
OR2B2 0
NENF 1
C7orf44 0
PACS1 1
SPOCK3 0
PCDHA3 0
MRPS2 0
TRIM5 0
CAV1 1
HACL1 1
FAM25B 0
CD180 0
ZNF187 0
NIPSNAP3B 1
MYO7A 0
RFC5 1
TRAF3IP2 1
MGMT 0
VEZF1 1
SF3B1 1
TMC2 0
USHBP1 0
SLC2A4RG 1
PLRG1 1
MMRN1 0
SLITRK4 0
PRAF2 0
DUT 1
KIAA0247 1
RG9MTD1 1
TEX28 0
PTCHD3 1
HEATR2 0
ITGB3BP 0
APBA2 0
CLDN6 0
TRIM10 0
SPIC 1
SS18 1
SPRY4 1
CMBL 1
MT-ND3 1
RHD 0
ARL6IP5 1
ANKHD1-EIF4EBP3 0
HLA-A 0
ZNF385D 0
CALHM3 0
FAM208A 1
TGM3 0
ANKRD50 0
LIPE 1
FAM194B 0
SPO11 0
SHROOM2 0
SIX1 0
ASTL 0
MTERF 0
CAV2 1
CHD1L 0
CST11 0
BHLHE23 0
PNRC2 1
NUP210L 1
PLN 1
NELL1 0
NPDC1 1
OSGIN2 0
C19orf46 0
ZNF621 1
C5orf58 0
BZRAP1 0
CNIH4 1
RPS17L 1
USP18 0
MRM1 1
MDFIC 0
CCL21 0
INTS9 0
C20orf11 1
HBEGF 0
CYB5RL 0
HINT1 1
AIPL1 0
LONRF1 1
CASC1 1
ADAMTS15 0
ZNF692 0
MRPL27 1
GHRL 1
HIVEP3 1
PROSER1 0
SIGLEC7 0
OR4D6 0
TNFSF13 0
TRHDE 1
KDM4DL 0
RP9 0
GPX8 1
BPNT1 0
FNDC4 0
KIAA0947 1
RIN2 0
PRKCZ 0
TCEAL5 1
GAGE2D 0
SCML4 0
SNRNP27 1
KPNA1 1
GMPPA 0
OR13A1 0
CEP57L1 0
ZNF132 1
WRB 0
DSCR6 0
SHD 0
PTCH1 0
C12orf69 0
SCOC 1
PRMT6 1
FAM102A 0
RBFA 0
CMTM3 1
CCL28 0
TRPV3 1
BAHCC1 0
MTRR 1
EPB41 0
PSMA6 1
VILL 0
RP1L1 0
IFNB1 0
NANOS3 0
FAM200A 0
ZDHHC7 0
REG3A 0
CIRBP 0
PROK2 0
CASQ1 0
PCCB 0
HSPB11 0
C15orf54 0
PKD1L3 0
GPD1L 0
PLAC8L1 0
EML1 1
FLVCR1 0
NCAPG 0
PRND 0
PCSK6 1
WDR4 1
MAGED2 1
KDELR2 1
CYP2C8 0
UGT1A8 0
ADAM17 1
CLASP1 0
CEP78 0
MFAP5 0
FAM188A 0
ZNF138 0
ALKBH3 0
TFB1M 1
KLRG1 0
ANKS1B 0
FADS1 0
RFC3 0
LOC100506388 0
DSG1 0
ASAH1 0
DDX3X 1
CDK5RAP1 1
SLC16A2 1
CCL20 0
FGF18 0
HEPACAM2 0
ZBTB3 0
C9orf16 1
FLJ43860 0
FAM75A1 0
B7H6 0
ALB 0
PPP5C 0
SLA2 0
TTC5 0
RPLP2 1
ZNF585A 1
MMP17 0
B3GNT4 0
ZNF365 0
COL5A2 1
ZNF571 0
OR8B3 0
ERCC2 0
SEC62 1
IP6K1 0
TMEM223 1
HEY2 0
PLEKHM1 0
APOL3 0
ZNF587B 0
GRIK4 0
MARCH2 0
RAB36 0
P4HA3 0
ZNF263 1
TDP2 1
NRG2 0
ANKRD65 1
SLC12A1 0
SDHD 0
LHB 0
STOML3 0
KRT18 1
MN1 0
RBM38 1
ECEL1 0
C1orf51 0
SLC47A1 0
ZNF266 1
ASIC1 0
PLA1A 0
KRT222 0
RABGAP1L 0
HOXC8 1
PRSS58 0
HLA-DPA1 0
TREM1 0
EGR1 1
RAB3GAP1 1
INSC 0
CLEC4C 0
TRAK2 1
NFKB1 0
TFAP2D 0
SYTL3 0
CDH26 0
COL28A1 0
FGFR1OP 1
SOWAHC 0
CTDSPL2 0
CLEC4E 0
C10orf96 0
TBXA2R 1
ABCF3 0
FZD10 0
OR5A2 0
EIF3H 1
SNF8 1
FBXW12 0
ZNHIT6 1
RECQL4 0
LMO2 0
MRPS10 1
C7orf33 0
EFNA5 0
BATF 0
NKX3-1 1
GPN3 1
PUS10 0
KAT6A 1
FCRL4 0
EXTL1 0
GSPT1 0
PLEKHG6 0
PAPOLB 0
TMED9 0
KRT31 0
EFCAB3 1
C16orf13 1
ZNF562 0
GPR162 1
SLC18A3 0
LHX5 0
CELA2B 0
ZDHHC4 0
LMBRD2 0
ATF5 0
SERPINA11 0
USP20 0
ZNF579 0
CSE1L 1
CYP2J2 0
ZNF429 0
FRG2C 0
PIGP 0
SRL 0
TMEM52 0
NEURL 1
SHMT1 0
B3GNT9 1
ZNF182 0
ARL8A 0
HIC2 0
GPC1 1
PAIP2 0
FAM195B 1
WDR37 0
MBD5 0
TFF1 0
PAM16 1
C9orf71 0
CENPB 0
KCNK10 0
NPBWR2 0
TLR6 0
NLRP7 0
ANKRD5 0
PDLIM4 1
BZW2 0
GLCE 1
TPBG 1
LTBP1 1
TXNRD3 0
SCG5 0
PHOX2B 0
PCDHB12 0
KRT6C 0
GBP6 0
TEC 1
LOC440563 0
NME2 1
BLOC1S1 1
SPECC1L 0
FOXI1 0
TMEM176B 0
HARS 0
ACOT7 1
WISP3 0
RAB9B 0
STC1 0
AMBRA1 0
PCDH15 0
STARD9 1
AKAP3 0
FOXB1 0
TCP11L1 0
MRP63 1
DOCK11 0
NARF 0
VWF 0
FGF17 0
NPEPPS 1
IPP 0
SPESP1 0
PCDHGA4 1
HIGD1A 1
BDH1 0
ZNF354B 0
CHAD 0
TMPRSS11F 0
PDYN 0
SRGN 0
LRRC58 0
NOC3L 1
DROSHA 1
GRAMD1A 0
OAS3 0
FUNDC2 0
OR8I2 0
BCAT2 0
RBP5 0
DDAH1 1
DCLK2 0
C2CD4B 0
S100A16 1
KBTBD3 0
ZNF550 0
STAT3 0
TMEM11 1
ZBTB46 0
ADAMTS2 1
FNIP1 0
BAALC 0
FAM75A2 0
SMCR7 0
ICT1 1
TUBE1 0
HDGFRP2 1
CTCF 0
BACE2 1
SPATA7 1
PDE4A 0
CENPT 0
GSTM5 0
SPANXB2 0
DGAT1 0
NOBOX 0
MSMO1 1
HIST1H2BH 0
TRO 1
THAP11 0
TMEM201 0
RUNX2 1
RAB5A 1
PFN1 1
C10orf26 1
ZNF467 0
RAD54L2 0
EPS15 1
TTC39A 0
SOCS4 0
CASC3 1
RPL18 1
C1QTNF6 0
NMUR2 0
IFNA5 0
CCL26 1
C15orf62 0
SERPINA1 0
VCP 0
DEFB107B 0
EPB41L1 0
C8orf55 0
SLC5A4 1
PEX5 1
SAP130 1
FBRSL1 0
PFKFB2 1
FAM165B 0
MAPRE2 1
PSMA4 1
CCDC117 1
CDK5RAP3 0
PTPRR 0
PRKD1 1
CEP68 0
CHST2 0
SLC5A10 0
CHST11 0
WDR74 0
CAMK1D 0
ZNF350 0
AQP7 1
ZC3H3 0
HERC1 0
ZNF627 1
C18orf8 0
DNASE2B 0
CCR2 0
USP32 1
NUCKS1 1
MRPL2 0
KIAA0226L 0
ACR 0
C2orf42 0
CCDC42B 1
HIST1H2AK 1
IFI6 0
MBD6 0
TMEM56 0
FGF13 0
NOX4 0
SPDYE4 1
TUBGCP4 1
TRABD 0
CRYL1 1
TBX3 1
CHMP4C 0
SLC27A6 0
LBR 0
TIMELESS 1
SVIP 1
TMEM8B 1
ZNF485 0
ENTPD5 0
NEO1 1
DGKG 1
IRGM 0
WDR87 0
DYNLL2 1
TRIM72 0
TCEAL8 1
YY1AP1 0
ACTR3B 0
SPAG7 1
PQLC2 0
ULK3 0
CBX6 0
SHC3 1
LPPR5 0
EIF1 1
FSTL3 0
SH2D6 0
MBOAT2 1
KCNAB3 0
TREX1 0
PDE6D 0
SF3A1 1
FBXO32 0
ANKRD34B 0
CD164L2 0
AQP2 0
KRTAP10-3 0
HSF2 0
ATP11B 0
SLFN13 0
NRCAM 0
F9 0
GSTT2 0
WARS2 1
SNX27 1
GPR135 0
MTX2 1
RAB7A 1
LYPLA2 1
CTRL 0
FIGF 0
KCNA4 0
SRRM4 0
SLC35B4 0
PDE6B 0
C2CD4A 0
ITGA2 1
C20orf85 0
KCTD9 0
MFSD2A 1
MUS81 0
C3orf25 0
PCDHA5 0
KHDRBS2 0
HSPA4L 1
OCM2 0
C10orf28 1
NDUFA5 1
CCPG1 0
SLC12A3 0
EPO 0
TMF1 0
RAB3C 0
CRYM 0
IDI2 0
C11orf10 1
RPS6KC1 1
LHX8 0
CRB1 0
C9orf167 1
TNFSF4 0
ERBB2 0
C4orf29 0
MICAL1 0
MAP3K13 0
ARID3A 0
KRTAP25-1 0
C16orf87 0
ZNF706 1
GCM2 0
PUSL1 0
RNF7 1
SLC9A3 1
BBS2 1
GTPBP2 1
C14orf126 0
TRPV4 0
ADNP2 0
CDH22 0
ESAM 0
SPRYD3 0
SYT10 0
SLC4A8 1
RIN3 0
OR1L8 0
GARNL3 0
USP22 1
ISLR 0
CST7 0
KLHDC4 0
OGFRL1 0
CNTD2 0
PHYHIP 0
MRPS22 0
TP73 0
ABHD4 1
FBXO43 0
TCEAL4 1
IFIT2 0
PKD1L1 0
DUXA 0
ANGPT2 0
CPNE6 0
KIF14 0
MRPS17 1
C19orf45 0
BLZF1 0
MUC12 0
HOXD4 0
C7orf72 0
TNFRSF12A 1
NOX3 0
HAND1 0
SDSL 0
ABHD2 0
KRTAP22-2 0
RYBP 1
CAND1 1
ARNT 0
TSC22D4 1
PHF20 0
C2orf66 0
SEC24D 1
HRH4 0
SELE 0
ZBTB47 1
TDRKH 0
PRRC2B 1
RAN 1
KCNC2 0
TRNAU1AP 0
CORT 0
PPP1R9A 0
IRF2BP1 1
NAP1L2 0
ZMYM1 1
PLEKHG4 0
RPS16 1
TRAPPC4 1
TGIF2-C20ORF24 1
PRAMEF1 0
TNNI3K 0
ESD 1
MB 0
TMEM164 1
NDUFS7 1
NCF4 0
ZNF710 1
EN2 0
PSMB2 1
LUC7L 1
BRAT1 0
FAM107B 1
SLC41A1 0
ANKRD6 0
MUC1 0
CNNM3 0
UGT1A3 0
CHD5 0
ADAT1 0
DARS2 1
OR10G4 0
COX11 1
ORAOV1 0
CCKAR 0
LTB4R 0
C1orf122 0
AQP1 0
PRPF38A 1
ATP6V1H 1
RAB33B 1
DNLZ 0
OR10C1 0
UGT3A1 0
MC2R 0
TMCC3 0
IGFBP4 1
UBTD1 0
EXT2 1
ADD2 0
SMARCD3 0
AHDC1 1
GFOD1 1
HSPB1 1
COPS5 1
NT5C3 1
PIP4K2A 1
PLA2G2D 0
WWC3 1
OR56B4 0
H2AFV 1
PADI3 0
LGALS9C 1
PYDC1 0
TRIM25 1
NCAPH 0
MAPK14 1
TPRKB 1
INS-IGF2 0
C2orf28 1
DLK1 0
ADM 1
NDNL2 1
FEN1 0
HOXD10 0
NOD1 1
C2orf53 0
PITHD1 1
TMEM215 0
LOC388849 0
PPIB 1
TMEM42 0
ETV3 0
BST1 0
CAMSAP1 1
MANEAL 0
WDR48 1
LLGL2 1
NCKAP1L 0
OR8J1 0
PCDHGA1 0
SYNJ2BP 1
FAM117B 1
RNMTL1 1
CIDEC 1
TAF12 1
DERL2 1
CLEC3B 0
MANF 0
GIMAP1-GIMAP5 0
NCOA1 0
KIF18A 0
AP1M2 0
ALPK3 0
OR51B2 0
EXOG 1
SERINC5 1
VCX2 0
CCDC90A 0
MDN1 0
MFF 1
FAM135A 0
UBA5 1
MAGT1 1
TMED5 0
CEBPG 0
SLC35A5 1
VLDLR 1
C17orf59 0
TECPR1 0
ZNF287 0
DNAJC28 0
A1CF 0
C7orf34 0
C14orf118 1
SLC36A2 0
PTOV1 0
GLT8D1 1
GPR89B 1
SIRT5 0
KCTD5 0
TXNIP 1
MIER2 1
SDF4 1
RBM41 1
AGAP8 1
TMTC4 1
GNL2 0
FAM75A3 0
RAI14 1
ENTPD4 1
ZG16 0
MAGEA1 0
PAPOLA 1
BRDT 0
ANXA8 0
NTF3 0
LPIN3 0
TRDMT1 1
SLC22A20 0
KSR1 0
SEC24C 1
AFF2 0
TMEM167A 1
MYT1L 0
CTAGE4 0
PTP4A2 1
FGG 0
C7orf26 0
CD160 0
MSH6 0
APOBEC4 0
ATP1B1 1
UMODL1 0
STARD8 0
TMEM59 1
SMAD9 1
MAP4K4 1
SYT6 0
NUDT8 0
EPHB1 1
RPS2 1
STX6 1
HSD17B12 1
NEK10 0
LBX2 0
RCN1 1
GBA2 0
KRTAP5-8 0
ST3GAL3 0
TMEM66 1
MRE11A 1
SPATS1 0
NOMO3 0
EMP1 1
KIAA1324L 1
ATP6V1B1 0
PPIA 1
RBM15B 1
HSPA12A 0
C10orf55 0
MED12 1
ZAK 1
LRRCC1 1
PDZK1IP1 0
CIITA 0
SMC4 0
SPTA1 0
DCDC2B 0
DNAJC18 0
P2RY2 0
GTF2IRD2 0
UHMK1 1
CABP2 0
KLC2 0
TICAM2 0
TSGA10 0
SPIN2A 0
DEFA5 0
KCNH1 0
WBP2 1
SLC30A7 0
C2orf83 0
IFNA8 0
BAG1 0
GHITM 1
CT47A11 0
TAF1L 0
SAMD3 1
LGALS8 1
TMEM175 0
TMEM239 0
PAX8 0
LRP12 1
PNMAL1 0
TIMP2 1
TMEM183B 1
PAFAH1B3 1
POGZ 0
PCDHGA11 1
TPTE2 0
TMEM18 1
OR52R1 0
NDUFB2 1
OR52A1 0
PBX3 0
CASP5 0
PIK3R6 0
CXCR5 1
IFNA13 1
CCDC96 0
PGGT1B 1
BRPF1 0
GAGE7 0
CRNN 0
RNF151 0
MMP14 0
GPR174 0
MGA 0
MBD3L4 0
LRP4 0
C1orf146 0
GUCY1A2 0
FAM86B1 1
DENND1C 0
RLN2 0
RNF103 0
FOXD4L5 1
C19orf47 0
CDKL5 0
GRAMD4 0
C9orf86 0
PRIM2 1
GAMT 0
KIF20B 1
ZNF444 0
GTSF1L 0
TRAPPC2L 1
MYO1G 0
LTB 0
ZW10 0
RRM2B 1
PCDHA4 0
HEATR7A 0
EFNA2 0
MAL2 0
FNBP1L 0
TWSG1 1
HNRNPA1 1
LTB4R2 0
SETBP1 1
SRSF1 0
C1orf189 0
TSPAN12 0
ARHGEF5 0
C11orf71 0
SATB1 1
KDM2B 0
DNAJB5 0
CDC25A 0
PPIL1 1
SYNGR3 0
TIRAP 0
NAALADL2 0
C10orf137 0
KCTD6 0
UNC45A 0
MAS1L 0
NDUFB9 1
RLN1 0
CMPK1 1
NPW 0
ZNF174 0
CREG1 0
AKNAD1 1
SETX 1
PGLYRP3 0
NDUFS2 0
CYP4A22 0
IRF1 0
TEN1 1
PTBP3 1
LIME1 1
LHX3 0
ADAM18 0
CEBPB 0
MED11 1
TIMM8B 1
PSMB5 1
ZNF346 0
LMTK3 0
ZNF2 0
BOLA3 1
CLDN23 1
SEC14L3 0
PRSS50 0
RAD23A 1
SAPCD2 0
LENEP 0
CDH15 1
KIAA2026 0
ZCCHC7 0
AIF1 0
VPS16 0
HTR3E 0
CD37 1
SDK1 0
THUMPD1 1
NOXA1 0
FBXO45 0
RYR1 0
WSB1 0
UQCR10 1
TGFB1I1 0
CPN1 0
SLC9B1 0
HYAL2 0
